,cost time,FPS,1,2,3,4,5,6,7,8,coordinate,len
1502.png,0.008613824844360352,116,person,person,person,person,person,,,,"[[546, 272, 705, 510], [349, 241, 476, 469], [129, 359, 341, 717], [1165, 72, 1237, 325], [757, 127, 843, 271]]",5
1503.png,0.00848388671875,117,person,person,person,person,person,,,,"[[546, 272, 705, 510], [349, 241, 476, 469], [129, 359, 341, 717], [1165, 72, 1237, 325], [757, 127, 843, 271]]",5
1504.png,0.009129047393798828,109,person,person,person,person,person,,,,"[[526, 253, 707, 494], [758, 100, 923, 402], [355, 218, 489, 482], [126, 323, 527, 719], [1097, 105, 1214, 359]]",5
1505.png,0.008675813674926758,115,person,person,person,person,person,,,,"[[129, 333, 530, 718], [528, 248, 714, 496], [355, 218, 486, 480], [761, 99, 933, 406], [1108, 97, 1189, 307]]",5
1506.png,0.008726358413696289,114,person,person,person,person,person,,,,"[[68, 345, 446, 717], [525, 247, 712, 496], [355, 221, 488, 480], [752, 102, 937, 398], [1072, 103, 1191, 365]]",5
1507.png,0.007618904113769531,131,chair,person,person,person,person,person,,,"[[304, 539, 729, 715], [53, 357, 449, 715], [524, 254, 707, 491], [754, 100, 933, 399], [351, 223, 488, 478], [1060, 102, 1186, 364]]",6
1508.png,0.00850987434387207,117,person,person,person,person,,,,,"[[49, 360, 459, 716], [520, 254, 702, 491], [354, 224, 492, 477], [758, 98, 928, 400]]",4
1509.png,0.008409500122070312,118,person,person,person,person,,,,,"[[53, 359, 460, 716], [523, 252, 699, 494], [356, 224, 493, 479], [759, 98, 933, 401]]",4
1510.png,0.008908271789550781,112,person,person,person,person,,,,,"[[54, 359, 460, 714], [541, 279, 699, 508], [357, 224, 493, 478], [757, 97, 936, 410]]",4
1511.png,0.008475780487060547,117,person,person,person,person,person,,,,"[[56, 354, 446, 715], [542, 275, 700, 512], [358, 223, 498, 478], [759, 98, 929, 407], [1026, 71, 1104, 306]]",5
1512.png,0.008711099624633789,114,person,person,person,person,person,person,,,"[[58, 356, 444, 714], [521, 240, 705, 503], [353, 222, 498, 477], [758, 95, 928, 405], [986, 52, 1127, 344], [1182, 74, 1244, 315]]",6
